0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.36,10.85,11.27,7.44,7.93,8.42,8.77,8.88,7.8,8.75,9.74,10.5,11.08,11.29,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.28,10.78,11.05,7.33,7.83,8.25,8.59,7.52,8.23,9.08,9.82,10.45,10.99,11.23,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.39,10.89,11.13,7.16,7.67,8.16,8.58,7.49,8.34,9.22,10.06,10.71,11.21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.39,10.89,11.29,7.74,8.23,8.63,8.94,7.72,8.56,9.42,10.09,10.67,11.11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.32,10.83,11.09,7.07,7.56,8.06,8.24,7.01,7.61,8.41,9.04,9.88,10.54,10.97,11.13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.44,10.92,11.25,7.82,8.3,8.76,9.14,8.22,8.82,9.42,10.04,10.57,11.03,11.33,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.51,11.01,7.35,7.7,8.12,8.56,8.74,7.6,8.32,9,9.81,10.41,10.98,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.6,11.1,7.61,8.11,8.44,8.68,7.24,7.81,8.57,9.38,10.02,10.52,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.49,10.99,7.52,8.01,8.51,8.96,9.1,7.86,8.72,9.38,10.04,10.73,11.27,11.58,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7,6.84,7.33,7.83,8.18,8.37,7.48,7.98,8.86,9.72,10.24,10.75,11.05,0,0,0,0,0,0,0
